epoch,lr_schedule,mem_mps_gb,mem_rss_gb,step,train_energy_MAE,train_forces_MAE,train_loss,val_energy_MAE,val_forces_MAE,val_loss
16,,0.0004425048828125,1.5754547119140625,939,0.3401915729045868,0.25194060802459717,0.11055126786231995,,,
16,,0.0004425048828125,1.575469970703125,949,0.2388678789138794,0.256686270236969,0.1208428218960762,,,
16,,0.0004425048828125,1.8408966064453125,959,0.6941456198692322,0.2500595450401306,0.1356990784406662,,,
16,,,,968,,,,0.22893720865249634,0.2563289701938629,0.11685299873352051
,0.0005,,,969,,,,,,
17,,0.0004425048828125,1.78070068359375,969,0.41080498695373535,0.24857118725776672,0.1110396757721901,,,
17,,0.0004425048828125,1.780792236328125,979,0.10660892724990845,0.24603356420993805,0.10168734192848206,,,
17,,0.0004425048828125,1.78082275390625,989,0.36440375447273254,0.251098096370697,0.11185277998447418,,,
17,,0.0004425048828125,1.7808380126953125,999,0.4501323699951172,0.2503121495246887,0.11653876304626465,,,
17,,0.0004425048828125,1.682647705078125,1009,0.44273459911346436,0.24730703234672546,0.11274440586566925,,,
17,,0.0004425048828125,1.682647705078125,1019,0.4162525534629822,0.2278820276260376,0.0961303785443306,,,
17,,,,1025,,,,0.8135080933570862,0.2393980175256729,0.13588158786296844
,0.0005,,,1026,,,,,,
18,,0.0004425048828125,1.232757568359375,1029,1.2126215696334839,0.2422400265932083,0.18455767631530762,,,
18,,0.0004425048828125,1.3647308349609375,1039,0.34390968084335327,0.24468296766281128,0.10887983441352844,,,
18,,0.0004425048828125,1.36846923828125,1049,0.45475637912750244,0.23710031807422638,0.10729387402534485,,,
18,,0.0004425048828125,1.5891876220703125,1059,0.22454318404197693,0.22390250861644745,0.08810071647167206,,,
18,,0.0004425048828125,1.7953338623046875,1069,0.3080368936061859,0.23420846462249756,0.10081402957439423,,,
18,,0.0004425048828125,1.915985107421875,1079,1.4918979406356812,0.24016854166984558,0.21064051985740662,,,
18,,,,1082,,,,1.1041494607925415,0.2635498642921448,0.18465262651443481
,0.0005,,,1083,,,,,,
19,,0.0004425048828125,1.6431884765625,1089,0.5824223756790161,0.2341439425945282,0.11034855991601944,,,
19,,0.0004425048828125,1.74237060546875,1099,0.6635419726371765,0.2282400131225586,0.11391684412956238,,,
19,,0.0004425048828125,1.90875244140625,1109,0.15868277847766876,0.2308407574892044,0.09231913089752197,,,
19,,0.0004425048828125,1.90972900390625,1119,0.26150816679000854,0.22447139024734497,0.09191272407770157,,,
19,,0.0004425048828125,1.910186767578125,1129,0.26653507351875305,0.2319602221250534,0.09643484652042389,,,
19,,0.0004425048828125,1.910247802734375,1139,1.0047519207000732,0.22469951212406158,0.1360251009464264,,,
19,,,,1139,,,,0.31174901127815247,0.2199399620294571,0.08957744389772415
,0.0005,,,1140,,,,,,
20,,0.0004425048828125,1.505584716796875,1149,1.1350882053375244,0.2102789729833603,0.14549538493156433,,,
20,,0.0004425048828125,1.918670654296875,1159,0.42178013920783997,0.2166638970375061,0.09319508820772171,,,
20,,0.0004425048828125,1.919525146484375,1169,0.8366421461105347,0.2213115394115448,0.12521909177303314,,,
20,,0.0004425048828125,1.9202117919921875,1179,0.4567231833934784,0.20998862385749817,0.08529524505138397,,,
20,,0.0004425048828125,1.9208221435546875,1189,0.4105566740036011,0.20325803756713867,0.07857353240251541,,,
20,,,,1196,,,,0.7098301649093628,0.20982451736927032,0.10452554374933243
,0.0005,,,1197,,,,,,
21,,0.0004425048828125,1.4340667724609375,1199,0.7231618762016296,0.20267146825790405,0.10462523251771927,,,
21,,0.0004425048828125,1.74560546875,1209,0.1870700567960739,0.2052394598722458,0.07319776713848114,,,
21,,0.0004425048828125,1.623809814453125,1219,0.5445014238357544,0.21309976279735565,0.09831086546182632,,,
21,,0.0004425048828125,1.70416259765625,1229,1.0606565475463867,0.21119298040866852,0.1370815485715866,,,
21,,0.0004425048828125,1.6969451904296875,1239,0.8665071129798889,0.1996873915195465,0.10393229126930237,,,
21,,0.0004425048828125,1.697601318359375,1249,0.6385769248008728,0.21091367304325104,0.0913395807147026,,,
21,,,,1253,,,,0.22468988597393036,0.20143941044807434,0.07385960966348648
,0.0005,,,1254,,,,,,
22,,0.0004425048828125,1.4827423095703125,1259,0.6808353662490845,0.20812098681926727,0.10390007495880127,,,
22,,0.0004425048828125,1.85882568359375,1269,0.9244430065155029,0.21037434041500092,0.11821499466896057,,,
22,,0.0004425048828125,1.8363037109375,1279,0.17158189415931702,0.20127522945404053,0.07094146311283112,,,
22,,0.0004425048828125,1.8103485107421875,1289,0.6494871973991394,0.1936703771352768,0.08812293410301208,,,
22,,0.0004425048828125,1.9158477783203125,1299,0.9905184507369995,0.19961650669574738,0.11700837314128876,,,
22,,0.0004425048828125,1.9221343994140625,1309,0.35393232107162476,0.18494141101837158,0.06371676921844482,,,
22,,,,1310,,,,0.27983003854751587,0.19313962757587433,0.07059302181005478
,0.0005,,,1311,,,,,,
23,,0.0004425048828125,1.5539093017578125,1319,0.10193584114313126,0.1957482248544693,0.0661197230219841,,,
23,,0.0004425048828125,1.60107421875,1329,0.42319101095199585,0.197288379073143,0.0739966407418251,,,
23,,0.0004425048828125,1.601104736328125,1339,0.36516663432121277,0.18269675970077515,0.06159929186105728,,,
23,,0.0004425048828125,1.9144439697265625,1349,0.6394157409667969,0.18304602801799774,0.08031216263771057,,,
23,,0.0004425048828125,1.9315338134765625,1359,0.1489419937133789,0.1934436857700348,0.06540802121162415,,,
23,,,,1367,,,,0.2784932255744934,0.1858932226896286,0.06540464609861374
,0.0005,,,1368,,,,,,
24,,0.0004425048828125,1.43707275390625,1369,1.172338843345642,0.1910656839609146,0.13096627593040466,,,
24,,0.0004425048828125,1.8065948486328125,1379,0.11586619168519974,0.19467590749263763,0.06232045590877533,,,
24,,0.0004425048828125,1.9658050537109375,1389,0.69817715883255,0.1989406943321228,0.092323437333107,,,
24,,0.0004425048828125,1.96826171875,1399,0.7906748652458191,0.1812276542186737,0.0906929224729538,,,
24,,0.0004425048828125,1.968353271484375,1409,0.36038556694984436,0.18899628520011902,0.06505502760410309,,,
24,,0.0004425048828125,1.9683837890625,1419,0.26380693912506104,0.18661469221115112,0.06538872420787811,,,
24,,,,1424,,,,0.4790565073490143,0.18154944479465485,0.07025978714227676
,0.0005,,,1425,,,,,,
25,,0.0004425048828125,1.56890869140625,1429,0.45406416058540344,0.17743989825248718,0.06446650624275208,,,
25,,0.0004425048828125,1.56903076171875,1439,0.8321889638900757,0.18202917277812958,0.09113330394029617,,,
25,,0.0004425048828125,1.85906982421875,1449,1.024422526359558,0.1875106543302536,0.11714985966682434,,,
25,,0.0004425048828125,1.8363037109375,1459,0.7730904817581177,0.1839912235736847,0.09135670214891434,,,
25,,0.0004425048828125,1.912628173828125,1469,0.6473699808120728,0.17480045557022095,0.07785947620868683,,,
25,,0.0004425048828125,1.912750244140625,1479,0.8116056323051453,0.1841375082731247,0.08955316245555878,,,
25,,,,1481,,,,0.7516176104545593,0.17758789658546448,0.0843341276049614
,0.0005,,,1482,,,,,,
26,,0.0004425048828125,1.64605712890625,1489,1.0434463024139404,0.169940784573555,0.1050366759300232,,,
26,,0.0004425048828125,1.9029541015625,1499,0.15904468297958374,0.17833445966243744,0.0534895583987236,,,
26,,0.0004425048828125,1.19482421875,1509,0.5315264463424683,0.16255033016204834,0.0640188604593277,,,
26,,0.0004425048828125,1.1736907958984375,1519,0.646404504776001,0.1761268675327301,0.07630012929439545,,,
26,,0.0004425048828125,1.810699462890625,1529,0.7335168123245239,0.17918936908245087,0.08027264475822449,,,
26,,,,1538,,,,1.2312601804733276,0.1709304302930832,0.12748320400714874
,0.0005,,,1539,,,,,,
27,,0.0004425048828125,1.632232666015625,1539,1.2089401483535767,0.17486828565597534,0.127162367105484,,,
27,,0.0004425048828125,1.638427734375,1549,0.5046888589859009,0.15973405539989471,0.060196325182914734,,,
27,,0.0004425048828125,1.6400299072265625,1559,0.30228328704833984,0.17321930825710297,0.054257895797491074,,,
27,,0.0004425048828125,1.2135009765625,1569,0.18207773566246033,0.1734471470117569,0.053595565259456635,,,
27,,0.0004425048828125,1.777679443359375,1579,1.1624221801757812,0.16975833475589752,0.11520552635192871,,,
27,,0.0004425048828125,1.1897430419921875,1589,0.5366715788841248,0.17769524455070496,0.0686083510518074,,,
27,,,,1595,,,,0.15329553186893463,0.16762101650238037,0.050327450037002563
,0.0005,,,1596,,,,,,
28,,0.0004425048828125,1.23272705078125,1599,0.09087643027305603,0.1651131510734558,0.047261085361242294,,,
28,,0.0004425048828125,1.2359161376953125,1609,0.5606132745742798,0.16995178163051605,0.06517349183559418,,,
28,,0.0004425048828125,1.2388153076171875,1619,0.5131455063819885,0.17144834995269775,0.06400547921657562,,,
28,,0.0004425048828125,1.2388153076171875,1629,0.1978265643119812,0.17423373460769653,0.05275659263134003,,,
28,,0.0004425048828125,1.6328887939453125,1639,0.26792705059051514,0.1649463027715683,0.05339167267084122,,,
28,,0.0004425048828125,1.633209228515625,1649,0.39428865909576416,0.16598761081695557,0.05426958203315735,,,
28,,,,1652,,,,0.7916896343231201,0.16053740680217743,0.07714039087295532
,0.0005,,,1653,,,,,,
29,,0.0004425048828125,1.642181396484375,1659,0.9607434272766113,0.15836818516254425,0.08926597982645035,,,
29,,0.0004425048828125,1.6435546875,1669,0.7937111854553223,0.16906441748142242,0.08413021266460419,,,
29,,0.0004425048828125,1.6427154541015625,1679,0.18711213767528534,0.16294124722480774,0.04705416411161423,,,
29,,0.0004425048828125,1.6206512451171875,1689,1.4919886589050293,0.15746596455574036,0.15364325046539307,,,
29,,0.0004425048828125,1.6097259521484375,1699,0.36348703503608704,0.16477051377296448,0.05740807205438614,,,
29,,0.0004425048828125,1.6097259521484375,1709,0.6703497767448425,0.1819802075624466,0.07779892534017563,,,
29,,,,1709,,,,1.270569920539856,0.15912845730781555,0.12602201104164124
,0.0005,,,1710,,,,,,
30,,0.0004425048828125,1.06640625,1719,0.19090647995471954,0.16624115407466888,0.04951688274741173,,,
30,,0.0004425048828125,1.521575927734375,1729,0.5168548226356506,0.15649916231632233,0.05535915121436119,,,
30,,0.0004425048828125,1.52215576171875,1739,0.4097176194190979,0.15821094810962677,0.05437008664011955,,,
30,,0.0004425048828125,1.5222625732421875,1749,0.7667571902275085,0.1645984947681427,0.07417013496160507,,,
30,,0.0004425048828125,1.52301025390625,1759,0.9595156908035278,0.16561535000801086,0.09271260350942612,,,
30,,,,1766,,,,0.8383878469467163,0.1561053991317749,0.07861354202032089
,0.0005,,,1767,,,,,,
31,,0.0004425048828125,1.6390838623046875,1769,0.7012295126914978,0.1546672135591507,0.06519681215286255,,,
31,,0.0004425048828125,1.640716552734375,1779,0.6752511262893677,0.15390866994857788,0.06305080652236938,,,
31,,0.0004425048828125,1.6440887451171875,1789,1.3405606746673584,0.1487368792295456,0.12822511792182922,,,
31,,0.0004425048828125,1.6450347900390625,1799,0.7990858554840088,0.1634233295917511,0.0788438618183136,,,
31,,0.0004425048828125,1.64007568359375,1809,0.7627810835838318,0.15418684482574463,0.07138500362634659,,,
31,,0.0004425048828125,1.6405181884765625,1819,0.8815871477127075,0.15639057755470276,0.08303210139274597,,,
31,,,,1823,,,,0.13263759016990662,0.1533525139093399,0.04174598306417465
,0.0005,,,1824,,,,,,
32,,0.0004425048828125,1.6295013427734375,1829,0.6085802316665649,0.14977435767650604,0.05672430247068405,,,
32,,0.0004425048828125,1.5776824951171875,1839,0.6468002796173096,0.14925716817378998,0.06022870913147926,,,
32,,0.0004425048828125,1.6095733642578125,1849,0.3311721682548523,0.1567084640264511,0.049375783652067184,,,
32,,0.0004425048828125,1.608154296875,1859,0.5025973320007324,0.1448790431022644,0.04883545637130737,,,
32,,0.0004425048828125,1.54168701171875,1869,0.23780177533626556,0.15634487569332123,0.047965049743652344,,,
32,,0.0004425048828125,1.5065155029296875,1879,0.3004189133644104,0.14263173937797546,0.04050816595554352,,,
32,,,,1880,,,,0.3795252740383148,0.14773021638393402,0.046036019921302795
,0.0005,,,1881,,,,,,
33,,0.0004425048828125,1.605926513671875,1889,0.2027001827955246,0.14411690831184387,0.03843801096081734,,,
33,,0.0004425048828125,1.6064605712890625,1899,0.323067307472229,0.14324510097503662,0.03910351172089577,,,
33,,0.0004425048828125,1.5972900390625,1909,0.2804281711578369,0.1432204246520996,0.03951466083526611,,,
33,,0.0004425048828125,1.60723876953125,1919,1.5501978397369385,0.14353007078170776,0.1550985723733902,,,
33,,0.0004425048828125,1.6071929931640625,1929,0.7041661739349365,0.15986737608909607,0.06967577338218689,,,
33,,,,1937,,,,0.31648656725883484,0.14639195799827576,0.043319400399923325
,0.0005,,,1938,,,,,,
34,,0.0004425048828125,1.604705810546875,1939,0.40731126070022583,0.1475413739681244,0.04568662866950035,,,
34,,0.0004425048828125,1.4853363037109375,1949,0.2551950216293335,0.1494910567998886,0.04431932047009468,,,
34,,0.0004425048828125,1.4855804443359375,1959,0.8534899353981018,0.14625607430934906,0.07230992615222931,,,
34,,0.0004425048828125,1.4855804443359375,1969,0.4040508270263672,0.14563046395778656,0.047711700201034546,,,
34,,0.0004425048828125,1.920196533203125,1979,0.6082345843315125,0.1430177092552185,0.05577200651168823,,,
34,,0.0004425048828125,1.928192138671875,1989,0.4623834490776062,0.14777539670467377,0.050264421850442886,,,
34,,,,1994,,,,0.6283635497093201,0.14354979991912842,0.05625837296247482
,0.0005,,,1995,,,,,,
35,,0.0004425048828125,1.5308074951171875,1999,0.696875810623169,0.13660429418087006,0.05683848261833191,,,
35,,0.0004425048828125,1.531036376953125,2009,0.5285882949829102,0.13434244692325592,0.046570442616939545,,,
35,,0.0004425048828125,1.6271820068359375,2019,0.7857471704483032,0.13958372175693512,0.06548191606998444,,,
35,,0.0004425048828125,1.6273193359375,2029,1.945476770401001,0.14843852818012238,0.2300298810005188,,,
35,,0.0004425048828125,1.627349853515625,2039,2.146779775619507,0.1504961997270584,0.26706385612487793,,,
35,,0.0004425048828125,1.6273651123046875,2049,1.1338552236557007,0.15050524473190308,0.10280577838420868,,,
35,,,,2051,,,,0.7653206586837769,0.15782520174980164,0.07210909575223923
,0.0005,,,2052,,,,,,
36,,0.0004425048828125,1.3205413818359375,2059,1.6479378938674927,0.14846278727054596,0.17716871201992035,,,
36,,0.0004425048828125,1.320556640625,2069,0.2870211899280548,0.14979642629623413,0.0442054346203804,,,
36,,0.0004425048828125,1.3100738525390625,2079,0.6433864831924438,0.13793322443962097,0.05666809901595116,,,
36,,0.0004425048828125,1.3100738525390625,2089,1.2952213287353516,0.1430819183588028,0.12144870311021805,,,
36,,0.0004425048828125,1.5883026123046875,2099,0.3967742323875427,0.14364255964756012,0.04737219214439392,,,
36,,,,2108,,,,0.2721613943576813,0.1436050981283188,0.040142301470041275
,0.0005,,,2109,,,,,,
37,,0.0004425048828125,1.37762451171875,2109,0.3099610209465027,0.14374954998493195,0.04292888566851616,,,
37,,0.0004425048828125,1.3571319580078125,2119,0.21122217178344727,0.14244194328784943,0.03797512501478195,,,
37,,0.0004425048828125,1.93280029296875,2129,1.2584352493286133,0.1372700184583664,0.11057982593774796,,,
37,,0.0004425048828125,1.934600830078125,2139,0.29793697595596313,0.14013372361660004,0.03801502287387848,,,
37,,0.0004425048828125,1.934783935546875,2149,0.615966796875,0.1390729695558548,0.05301985144615173,,,
37,,0.0004425048828125,1.9348297119140625,2159,0.300948828458786,0.14684578776359558,0.041284121572971344,,,
37,,,,2165,,,,0.14512783288955688,0.13824063539505005,0.03423938900232315
,0.0005,,,2166,,,,,,
38,,0.0004425048828125,1.58905029296875,2169,0.7301743626594543,0.1370764523744583,0.05880507826805115,,,
38,,0.0004425048828125,1.92559814453125,2179,0.2605035603046417,0.14114341139793396,0.03775131702423096,,,
38,,0.0004425048828125,1.9256134033203125,2189,0.8162781000137329,0.1402323842048645,0.06673773378133774,,,
38,,0.0004425048828125,1.925750732421875,2199,1.233208179473877,0.13379903137683868,0.10671792924404144,,,
38,,0.0004425048828125,1.6881866455078125,2209,0.6578152179718018,0.1394970715045929,0.05604739487171173,,,
38,,0.0004425048828125,1.6982269287109375,2219,0.8605208396911621,0.13079895079135895,0.0681777149438858,,,
38,,,,2222,,,,0.2650347650051117,0.13894832134246826,0.03753991425037384
,0.0005,,,2223,,,,,,
